"HB 764","Depicting child engaging in sexual conduct; include offenses in other jurisdictions.","Crime","Family and Children Issues",,
"SB 2573","Depositions and Discovery; enact the Uniform Interstate Depositions and Discovery Act.","Other",,,
"SB 3075","Dept. of Revenue; authorize certain info to be provided to Bd. of Tax Appeals & provide for appeals of IRP registration denials.","Budget, Spending and Taxes",,,
"SB 2560","Deputy sheriff for narcotics; fund from drug fines.","Drugs",,,
"SB 2517","Deputy Superintendent of the Mississippi Recovery School District; appointed by State Superintendent with approval of State Board.","Education",,,
"HB 1149","DEQ; authorize to charge fees for expedited permitting process for certain environmental programs.","Environmental",,,
"SC 590","Designate ""ALS Awareness Day in Mississippi"" and urge Congress to fund research.","Resolutions","Health",,
"SC 534","Designate ""Hydrocephalus Awareness Week in Mississippi.""","Resolutions",,,
"SC 601","Designate ""National Wear Red Day"" in Mississippi to bring awareness to cardiovascular disease in women.","Resolutions",,,
"SC 564","Designate ""National Wear Red Day"" in Mississippi to support women's heart disease awareness.","Resolutions",,,
"SC 579","Designate April 20, 2010, as ""Mississippi Earth Day:  The Green Generation.""","Resolutions","Environmental",,
"SC 713","Designate April 22, 2010, as ""Mississippi Earth Day:  The Green Generation.""","Resolutions","Environmental",,
"SC 559","Designate January 13, 2010, as ""Wear Blue for a Healthy Gulf and Coast Day in Mississippi.""","Resolutions","Environmental",,
"SC 639","Designate March 2010 as ""Women's History Month in Mississippi.""","Resolutions","Sexual Orientation and Gender Issues",,
"SC 608","Designate March 22, 2010, as ""Water Day in Mississippi"" to focus on the importance and management of freshwater.","Resolutions","Environmental",,
"SC 557","Designate May 17, 2010, as ""Bike-to-Work Day in Mississippi.""","Resolutions","Transportation",,
"SC 537","Designate the geographic center of the State of Mississippi to be located in Leake County.","Other",,,
"SC 706","Designate Thursday, May 6, 2010, as the ""Mississippi Day of Prayer.""","Resolutions",,,
"HB 1226","DeSoto County School District; exempt certain vehicles from markings requirements.","Municipal/County Issues",,,
"HB 1676","DeSoto County; authorize contribution to Historic DeSoto Foundation, Inc.","Municipal/County Issues",,,
"HB 1614","DeSoto County; authorize contribution to Institute for Community Services, Inc., for a bus for Head Start program.","Municipal/County Issues",,,
"SN 6","Dewey Alonzo Handy, Jackson, Mississippi, State Board of Optometry, five year term beginning June 21, 2009 and ending June 20, 2014, representing the 4 CD.","Municipal/County Issues",,,
"SB 2341","Dextrorphan; reclassify as Schedule I controlled substance.","Other",,,
"HB 1444","DFA Office of Shared Services; create to centralize business functions of IHL's and community college districts.","Education",,,
"HB 1443","DFA Office of Shared Services; establish to centralize business functions for all state agencies.","State Agencies",,,
"HB 1445","DFA Office of Shared Services; establish to operate as central business office for all Mississippi school districts.","Education",,,
"HB 1482","DFA; authorize to purchase real property from willing sellers for the use and benefit of state institutions of higher learning.","Education",,,
"HB 1074","DHS; develop pilot program to track recipients of SNAP Benefits (Food Stamps).","Welfare and Poverty",,,
"HB 426","DHS; maintain database of organizations providing meals to elderly, to notify persons on DHS waiting list.","State Agencies",,,
"HB 208","Dialysis transportation program; extend repealer on the Division of Medicaid's duty to implement.","Health",,,
"HB 780","Dialysis treatment; require facilities providing to maintain backup power supply for dialysis machines.","Health",,,
"HR 30","Dick Rice; commend and congratulate on election to the National Academy of TV Arts and Sciences Southeast Chapter Silver Circle.","Resolutions",,,
"SB 2273","Diminished capacity; establish as a defense to prosecution.","Legal Issues",,,
"SC 686","Direct AG to challenge constitutionality of federal legislation requiring individuals to purchase health insurance.","Health","Insurance","Federal, State and Local Relations",
"SC 662","Direct DFA to place a moratorium on the acquisition of real property within the City of Jackson.","Housing and Property","Municipal/County Issues",,
"SC 678","Direct DFA to prohibit relocation of certain state agencies.","State Agencies",,,
"HB 659","Disability income insurance; prohibit unfair discrimination against subjects of abuse.","Health","Insurance",,
"SB 2036","Disabled veterans; increase for totally disabled veterans and extend to unremarried surviving spouses of such veterans.","Military",,,
"HB 1422","Disposition alternatives in delinquency cases, certain; revise.","Crime",,,
"SB 2331","Distinctive horse trailer tags; authorize for supporters of the Mississippi State Equine Association.","Transportation","Animal Rights and Wildlife Issues",,
"SB 2021","Distinctive license tag; authorize a tax free tag for World War II Veterans.","Transportation","Military",,
"HB 104","Distinctive license tag; authorize for Silver Star recipient, exempt from additional fee, privilege taxes and ad valorem taxes.","Transportation",,,
"HB 235","Distinctive license tag; authorize for supporters of Mississippi College School of Law.","Transportation",,,
"SB 2716","Distinctive license tag; authorize for supporters of running in Mississippi.","Transportation",,,
"HB 1073","Distinctive license tag; authorize for supporters of running in State of MS.","Transportation",,,
"SB 2089","Distinctive license tag; authorize for supporters of the Little Light House of Central Mississippi.","Transportation",,,
"HB 214","Distinctive license tag; authorize issuance for supporters of Amory High School.","Transportation",,,
"HB 272","Distinctive license tag; authorize issuance to supporters of Camp Bratton-Green.","Transportation",,,
"SB 2038","Distinctive license tag; authorize issuance to supporters of Camp Bratton-Green.","Transportation",,,
"HB 565","Distinctive license tag; authorize issuance to supporters of DeSoto Central High School Band Boosters.","Transportation",,,
"HB 609","Distinctive license tag; authorize issuance to supporters of Hernando High School.","Transportation",,,
"HB 608","Distinctive license tag; authorize issuance to supporters of Horn Lake High School.","Transportation",,,
"HB 215","Distinctive license tag; authorize issuance to supporters of Lake Cormorant High School.","Transportation",,,
"HB 247","Distinctive license tag; authorize issuance to supporters of Lewisburg High School.","Transportation",,,
"HB 1125","Distinctive license tag; authorize issuance to supporters of Mount Olive Attendance Center.","Transportation",,,
"HB 557","Distinctive license tag; authorize issuance to supporters of Southaven High School.","Transportation",,,
"HB 218","Distinctive license tag; authorize issuance to supporters of the African American Heritage Rodeo Association.","Transportation",,,
"HB 1112","Distinctive license tag; authorize issuance to supporters of West Jones High School.","Transportation",,,
"HB 241","Distinctive license tag; authorize issuance to the supporters of the Aberdeen Main Street Association.","Transportation",,,
"SB 3081","Distinctive license tag; delete requirement that the name of the county in which vehicle is registered be placed thereon.","Transportation",,,
"SB 2380","Distinctive license tag; for supporters of public schools in Sumrall, Mississippi.","Transportation",,,
"SB 3041","Distinctive license tag; reauthorize for supporters of the Clinton Community Nature Center.","Transportation",,,
"HB 859","Distinctive license tag; reauthorize issuance to members of Civitan International.","Transportation",,,
"HB 1115","Distinctive license tag; reauthorize issuance to supporters of American Cancer Society.","Transportation",,,
"HB 681","Distinctive license tag; reauthorize issuance to supporters of Mississippi SIDS Alliance.","Transportation",,,
