"Retail tobacco licenses.","Legal Issues",,,
"Retail food facilities.","Agriculture and Food","Business and Consumers",,
"Restitution orders.","Legal Issues",,,
"Respiratory Syncytial Virus Awareness Month.","Health",,,
"Resources: watersheds.","Environmental",,,
"Resources: California Pollution Control Financing Authority: public lands: solid waste diversion.","Environmental",,,
"Resource conservation: conservation easement registry.","Environmental",,,
"Resource conservation districts: California Prompt Payment Act.","Environmental",,,
"Residential tenancies: foreclosure.","Housing and Property",,,
"Residential tenancies.","Housing and Property",,,
"Residential self-regenerating water softeners.","Housing and Property",,,
"Residential real estate transfers: title insurance: escrow companies.","Housing and Property",,,
"Residential mortgage loans: foreclosure procedures.","Housing and Property",,,
"Residential mortgage lending.","Housing and Property",,,
"Residential mortgage lenders.","Housing and Property",,,
"Residential facilities.","Housing and Property",,,
"Residential care for the elderly.","Health","Senior Issues","Housing and Property",
"Residential care facilities for the elderly: admission.","Health","Senior Issues","Housing and Property",
"Residential care facilities for the elderly: admission agreements.","Health","Senior Issues","Housing and Property",
"Reservoirs: recreational use.","Recreation","Environmental",,
"Reserve requirements.","Other",,,
"Reporting of certain communicable diseases.","Health",,,
"Reporting crimes.","Crime",,,
"Rental property: residential hotels.","Housing and Property",,,
"Rental passenger vehicles: contracts.","Transportation","Business and Consumers",,
"Renewable energy: 20% procurement attainment date.","Energy",,,
"Renewable energy systems: Department of Transportation.","Energy","Transportation",,
"Renewable energy sources: net metering.","Energy",,,
"Renewable energy resources: feed-in tariff.","Energy",,,
"Renewable electric generation facilities: feed-in tariffs.","Energy",,,
"Renewable electric generation facilities.","Energy",,,
"Remote caller bingo: cosponsorship agreements.","Recreation",,,
"Remote caller bingo.","Recreation",,,
"Release of convicted Lockerbie bomber.","Resolutions",,,
"Relative to the American flag.","Resolutions",,,
"Regulations: small businesses.","Business and Consumers",,,
"Regulations: legislative validation: effective date.","Legal Issues",,,
"Regulations: five-year review and report.","Legal Issues",,,
"Regulations: effective date.","Legal Issues",,,
"Regulations: economic impact analysis. ","Legal Issues","Commerce",,
"Regulations: agency statement of reasons.","Legal Issues",,,
"Registered warrants: income tax refunds.","Budget, Spending, and Taxes",,,
"Registered sex offenders: rental housing: consumer information booklet.","Crime","Business and Consumers","Housing and Property",
"Registered nurses: education program.","Health","Education",,
"Regional water management: stormwater.","Environmental",,,
"Regional transportation: regional surface transportation program funds.","Transportation",,,
"Regional transportation plans: sustainable communities strategy.","Transportation",,,
"Regional transportation plans: sustainable communities strategies.","Transportation",,,
"Regional occupational centers or programs: emancipated foster youth.","Family and Children Issues","Labor and Employment",,
"Regional occupational centers or programs: apportionments.","Labor and Employment",,,
"Regional occupational centers or programs: California Apprenticeship Preparation Program.","Labor and Employment",,,
"Regional occupational centers and programs: employer advisory boards.","Labor and Employment",,,
"Regional occupational centers and programs: attendance computation.","Labor and Employment",,,
"Regional occupational centers and programs.","Labor and Employment",,,
"Regional district: County of Santa Cruz.","Municipal and County Issues",,,
"Regional centers: whistleblower protection: related-party transactions.","Business and Consumers",,,
"Regional centers: purchase of consumer services.","Business and Consumers",,,
"Regional air pollution control districts: governing board membership.","Environmental",,,
"Referral fees.","Legal Issues",,,
"Reentry.","Other",,,
"Reentry courts: pilot program.","Judiciary",,,
"Reentry Advisory Committee.","Other",,,
"Redevelopment: tax increment funds: payment of indebtedness.","Budget, Spending, and Taxes",,,
"Redevelopment: pooled housing funds: emergency shelters.","Housing and Property",,,
"Redevelopment: plan amendment procedures.","Other",,,
"Redevelopment: payments to taxing entities.","Budget, Spending, and Taxes",,,
"Redevelopment: economic development.","Commerce",,,
"Redevelopment: affordable housing.","Housing and Property",,,
"Redevelopment: Ford Ord Reuse Plan: project area territory.","Other",,,
"Redevelopment: County of San Bernardino: disaster recovery project area.","Municipal and County Issues",,,
"Redevelopment plans: time limitations.","Other",,,
"Redevelopment funds: mortgage assistance. ","Housing and Property",,,
"Red Ribbon Week.","Resolutions",,,
"Recycling: waste tires: fees.","Environmental",,,
"Recycling: single-use plastic beverage container caps.","Environmental",,,
"Recycling: plastic and paper carryout bags.","Environmental",,,
"Recycling: food service packaging: carryout bags.","Environmental","Agriculture and Food",,
"Recycling: compact fluorescent lamps.","Environmental",,,
"Recycling: beverage containers: recycling centers.","Environmental",,,
"Recycling.","Environmental",,,
"Recycled water: state agency landscape irrigation.","Environmental",,,
"Recreational activities: skateboarding.","Recreation",,,
"Recovery of wages: liquidated damages.","Labor and Employment",,,
"Recovery of public records.","State Agencies",,,
"Records: disclosure exemptions.","Other",,,
"Records.","Other",,,
"Recall elections.","Campaign Finance and Election Issues",,,
"Rebuilding Communities and Rebuilding Lives Act of 2010.","Legislative Affairs",,,
"Real property: gang abatement.","Housing and Property",,,
"Real property: floating homes.","Housing and Property",,,
"Real property: discriminatory restrictions.","Housing and Property",,,
"Real property: deficiency judgments.","Housing and Property",,,
"Real property: common interest developments.","Housing and Property",,,
"Real property transactions.","Housing and Property",,,
"Real estate: sex offenders.","Housing and Property","Crime",,
"Real estate: licensing.","Housing and Property",,,
"Real estate.","Housing and Property",,,
"Real estate licenses: mortgages.","Housing and Property",,,
"Real Estate Fund.","Housing and Property",,,
"Raymond Carpenter Memorial Highway.","Transportation",,,
"Rare Disease Day.","Health",,,
"Rape: duty to report.","Crime",,,
"Railroad corporations.","Transportation",,,
"Railroad Safety Month.","Transportation",,,
"Raffles: Internet advertisement.","Technology and Communication",,,
"Radiologic technology: licentiates of the healing arts.","Health",,,
"Radiation control: health facilities and clinics: records.","Health",,,
"Race to the Top.","Education",,,
"Rabies: vaccinations.","Health",,,
"Rabies vaccinations.","Health",,,
"Qualified securities offerings: exemption.","Commerce",,,
"Qualified mortgage lender loans: terms and conditions.","Housing and Property",,,
"Puppies: reduced licensing fee.","Animal Rights and Wildlife Issues",,,
"Pupils: teen dating violence prevention.","Social Issues","Family and Children Issues",,
"Pupils: military families.","Military","Family and Children Issues",,
"Pupils: dropouts.","Education",,,
"Pupils: concurrent enrollment in community college and secondary or elementary school.","Education",,,
"Pupils: career fairs.","Education","Labor and Employment",,
"Pupils: athletics: support services.","Education",,,
"Pupil work permits.","Education","Labor and Employment",,
"Pupil testing: English language development test.","Education",,,
"Pupil safety: walking schoolbus.","Education","Transportation",,
"Pupil safety: interagency strategies. ","Education",,,
"Pupil rights: religious expression.","Education","Social Issues",,
"Pupil retention.","Education",,,
"Pupil records: privacy rights.","Education","Legal Issues",,
"Pupil records. ","Education",,,
"Pupil records.","Education",,,
"Pupil nutrition.","Education","Health",,
"Pupil instruction: science, technology, engineering, and mathematics education. ","Education","Science and Medical Research",,
"Pupil instruction: courses of study.","Education",,,
